joint_idx,x,y,z
0,0.06682884693145752,-0.04306044057011604,5.407738208770752
1,-0.013562540523707867,-0.030305221676826477,5.481688976287842
2,0.10225577652454376,0.03465774282813072,5.476207733154297
3,0.07904809713363647,-0.07413116842508316,5.309041976928711
4,-0.19017186760902405,0.08930421620607376,5.7759504318237305
5,0.2642386257648468,0.0365779735147953,5.807370185852051
6,0.13621629774570465,-0.15982376039028168,5.222131729125977
7,-0.3988840579986572,0.40402624011039734,5.827477931976318
8,0.07925695180892944,0.24496598541736603,6.076365947723389
9,0.17872953414916992,-0.19727811217308044,5.215410232543945
10,-0.4314279556274414,0.395407497882843,5.949158668518066
11,0.14646115899085999,0.24098598957061768,6.180003643035889
12,0.29692351818084717,-0.2506145238876343,5.056416034698486
13,0.2054947316646576,-0.29025799036026,5.114274978637695
14,0.2783483862876892,-0.16335204243659973,5.125655651092529
15,0.3538287281990051,-0.3217511773109436,5.051419258117676
16,0.20833733677864075,-0.3750319480895996,5.112758159637451
17,0.342174768447876,-0.11993963271379471,5.160482406616211
18,0.2615162432193756,-0.5593935251235962,5.276695251464844
19,0.2680383026599884,-0.1902950406074524,5.39187479019165
20,0.4420226812362671,-0.6836645603179932,5.342052459716797
21,0.28196409344673157,-0.38991013169288635,5.5183634757995605
22,0.493448406457901,-0.7402944564819336,5.355649948120117
23,0.3029659390449524,-0.447466105222702,5.5670247077941895
