joint_idx,x,y,z
0,0.1676681786775589,-0.028065547347068787,5.438051700592041
1,0.08258518576622009,-0.015829985961318016,5.505824565887451
2,0.2094755470752716,0.022984597831964493,5.52560567855835
3,0.18515270948410034,-0.037627074867486954,5.336519718170166
4,-0.1795247346162796,0.05397310107946396,5.749026775360107
5,0.3848302364349365,-0.09846842288970947,5.827305316925049
6,0.24365824460983276,-0.11882878094911575,5.243460178375244
7,-0.39735347032546997,0.352481871843338,5.846595287322998
8,0.31928396224975586,0.12566572427749634,6.138698577880859
9,0.28166064620018005,-0.16210530698299408,5.238019943237305
10,-0.4511537551879883,0.31535741686820984,5.955673694610596
11,0.3812292814254761,0.06414946913719177,6.227121829986572
12,0.4096295237541199,-0.22343626618385315,5.0915303230285645
13,0.3083495497703552,-0.2515488862991333,5.135266304016113
14,0.39603573083877563,-0.1389879286289215,5.164029121398926
15,0.4518051743507385,-0.3047727048397064,5.088179111480713
16,0.29950210452079773,-0.3357561528682709,5.130343437194824
17,0.46351781487464905,-0.11169207841157913,5.204887390136719
18,0.30002397298812866,-0.5227508544921875,5.299713611602783
19,0.36123940348625183,-0.18553951382637024,5.4245686531066895
20,0.463234007358551,-0.668957531452179,5.366098880767822
21,0.3321114182472229,-0.38793912529945374,5.5462727546691895
22,0.503103494644165,-0.7340229153633118,5.360986232757568
23,0.3478429317474365,-0.44452884793281555,5.597354888916016
