joint_idx,x,y,z
0,-0.8766897916793823,0.8974294662475586,1.8248094320297241
1,-0.8058287501335144,0.82475346326828,1.8635454177856445
2,-0.9400922060012817,0.8162915110588074,1.8602960109710693
3,-0.8815167546272278,0.9747766256332397,1.7562808990478516
4,-0.6698241829872131,0.8040510416030884,2.209376811981201
5,-1.0912266969680786,0.668606162071228,2.1640548706054688
6,-0.877079427242279,1.1147961616516113,1.7803494930267334
7,-0.6698328852653503,0.42434394359588623,2.27021861076355
8,-1.0382330417633057,0.2865397036075592,2.0953845977783203
9,-0.8666467070579529,1.1607005596160889,1.817230463027954
10,-0.5949199199676514,0.4265667498111725,2.3709897994995117
11,-1.1169201135635376,0.24727271497249603,2.1841416358947754
12,-0.8415840864181519,1.3547735214233398,1.775085687637329
13,-0.7816467881202698,1.2582476139068604,1.7781009674072266
14,-0.9207695722579956,1.2871663570404053,1.8018808364868164
15,-0.7870758771896362,1.42958664894104,1.8144164085388184
16,-0.6979368925094604,1.2625266313552856,1.7838809490203857
17,-0.9671070575714111,1.3449912071228027,1.8464853763580322
18,-0.5220288038253784,1.1411619186401367,1.9027992486953735
19,-1.064602255821228,1.3936223983764648,2.068037986755371
20,-0.4511248767375946,1.1674087047576904,2.1179556846618652
21,-1.040982961654663,1.4687904119491577,2.2878029346466064
22,-0.43078407645225525,1.1574498414993286,2.1955056190490723
23,-1.0438868999481201,1.4607439041137695,2.3663790225982666
