joint_idx,x,y,z
0,-1.0051785707473755,1.0299954414367676,1.9792578220367432
1,-0.9296630620956421,0.9701365828514099,2.0309512615203857
2,-1.062267541885376,0.9595669507980347,2.038874864578247
3,-1.0168368816375732,1.0867807865142822,1.8930156230926514
4,-0.763053297996521,0.8914867043495178,2.3480331897735596
5,-1.136724591255188,0.9299183487892151,2.402359962463379
6,-1.0200034379959106,1.2183966636657715,1.8604501485824585
7,-0.6456277370452881,0.544451117515564,2.227259397506714
8,-1.1198786497116089,0.564310610294342,2.530810594558716
9,-1.0197126865386963,1.272424578666687,1.878672480583191
10,-0.5748254060745239,0.5194969773292542,2.3269615173339844
11,-1.168092131614685,0.5816592574119568,2.643279790878296
12,-1.0498623847961426,1.458357810974121,1.7957701683044434
13,-0.9633102416992188,1.3801493644714355,1.8156753778457642
14,-1.109052300453186,1.372452974319458,1.8366905450820923
15,-1.0447182655334473,1.536706566810608,1.843180775642395
16,-0.8780319094657898,1.3992786407470703,1.827240228652954
17,-1.175587773323059,1.4059807062149048,1.8870294094085693
18,-0.6968944668769836,1.3231393098831177,1.9753227233886719
19,-1.1844093799591064,1.3979854583740234,2.140981912612915
20,-0.7574499845504761,1.4520798921585083,2.1505556106567383
21,-1.1123977899551392,1.5543699264526367,2.3003907203674316
22,-0.7617501616477966,1.5188874006271362,2.186203718185425
23,-1.1196421384811401,1.6140823364257812,2.348325729370117
