joint_idx,x,y,z
0,-1.0070627927780151,1.0383278131484985,1.9892228841781616
1,-0.9335751533508301,0.9771663546562195,2.0424888134002686
2,-1.0662814378738403,0.9661622047424316,2.0446958541870117
3,-1.015276312828064,1.097313642501831,1.9038859605789185
4,-0.7754136323928833,0.874738335609436,2.356811046600342
5,-1.1555331945419312,0.9245390892028809,2.4035651683807373
6,-1.0185835361480713,1.2292921543121338,1.87296462059021
7,-0.653901994228363,0.5345287322998047,2.221679210662842
8,-1.1377166509628296,0.5572753548622131,2.5264570713043213
9,-1.0205223560333252,1.283085823059082,1.8918507099151611
10,-0.5854011178016663,0.5051822662353516,2.3216686248779297
11,-1.1881842613220215,0.5703709125518799,2.638427972793579
12,-1.052517294883728,1.4693825244903564,1.810651183128357
13,-0.9645583033561707,1.3938063383102417,1.8336998224258423
14,-1.1105523109436035,1.3809350728988647,1.8467944860458374
15,-1.050300121307373,1.546870470046997,1.859566569328308
16,-0.8811995387077332,1.4169241189956665,1.8506211042404175
17,-1.1799437999725342,1.4113950729370117,1.8947350978851318
18,-0.7046733498573303,1.3526188135147095,2.010014772415161
19,-1.1924102306365967,1.3945605754852295,2.148332357406616
20,-0.7864058017730713,1.4820504188537598,2.1761186122894287
21,-1.1257363557815552,1.5491143465042114,2.311755657196045
22,-0.7973964214324951,1.5491344928741455,2.2098922729492188
23,-1.135269045829773,1.6068085432052612,2.3617453575134277
