joint_idx,x,y,z
0,0.5782052874565125,-0.24190010130405426,5.795302391052246
1,0.503311038017273,-0.16095244884490967,5.80057954788208
2,0.5807250738143921,-0.20299731194972992,5.89719820022583
3,0.6403440237045288,-0.2910001277923584,5.725485801696777
4,0.1986963003873825,-0.03384308144450188,5.9533233642578125
5,0.38784563541412354,-0.1491452008485794,6.205869197845459
6,0.6668798923492432,-0.4057329595088959,5.65775203704834
7,0.00020514964126050472,0.21895356476306915,6.154309272766113
8,0.3871762752532959,0.2271185666322708,6.308808326721191
9,0.6543377637863159,-0.4608232378959656,5.648827075958252
10,-0.11547692865133286,0.20783419907093048,6.206109046936035
11,0.3657054305076599,0.19129496812820435,6.427111625671387
12,0.7254592180252075,-0.615293025970459,5.537447452545166
13,0.655199408531189,-0.5277493000030518,5.528775691986084
14,0.7484734058380127,-0.5629156231880188,5.636475563049316
15,0.6794903874397278,-0.6902729272842407,5.53543758392334
16,0.5893564820289612,-0.5369880199432373,5.476397514343262
17,0.7894088625907898,-0.620232880115509,5.691461086273193
18,0.3683023750782013,-0.5215334892272949,5.581557750701904
19,0.8258812427520752,-0.6799925565719604,5.92601203918457
20,0.431462824344635,-0.695198655128479,5.714267730712891
21,0.7837724685668945,-0.9008964896202087,5.991987228393555
22,0.454301655292511,-0.7655235528945923,5.741207599639893
23,0.7939329147338867,-0.9764313101768494,6.010802745819092
