joint_idx,x,y,z
0,-1.0043963193893433,1.0220332145690918,1.9703139066696167
1,-0.9278184771537781,0.9625687003135681,2.0207254886627197
2,-1.0603121519088745,0.953054666519165,2.0326242446899414
3,-1.0181512832641602,1.0774967670440674,1.8837039470672607
4,-0.7557724118232727,0.9036802053451538,2.3394582271575928
5,-1.1235958337783813,0.9316920042037964,2.3988680839538574
6,-1.0196022987365723,1.20895254611969,1.8501677513122559
7,-0.6440786123275757,0.5491682887077332,2.2359793186187744
8,-1.1072591543197632,0.5679760575294495,2.5329532623291016
9,-1.0174022912979126,1.2632179260253906,1.8676778078079224
10,-0.5711760520935059,0.5275222063064575,2.3349907398223877
11,-1.1549588441848755,0.5903627872467041,2.644829034805298
12,-1.0445919036865234,1.4485634565353394,1.7824691534042358
13,-0.9598495364189148,1.368140697479248,1.8011038303375244
14,-1.1052675247192383,1.3650732040405273,1.826918601989746
15,-1.037010669708252,1.527864694595337,1.827408790588379
16,-0.8736375570297241,1.3842265605926514,1.808889389038086
17,-1.170366644859314,1.400420904159546,1.8783304691314697
18,-0.6920205354690552,1.3016154766082764,1.9523829221725464
19,-1.180233359336853,1.397843837738037,2.1322038173675537
20,-0.7406138777732849,1.435713768005371,2.1271660327911377
21,-1.102653980255127,1.55674147605896,2.2863404750823975
22,-0.740373969078064,1.5039691925048828,2.1596620082855225
23,-1.1084589958190918,1.619024634361267,2.330859899520874
