joint_idx,x,y,z
0,-0.5165927410125732,0.5122723579406738,1.9113590717315674
1,-0.4289145767688751,0.44445371627807617,1.9103288650512695
2,-0.5562258362770081,0.42511147260665894,1.9664218425750732
3,-0.5533735752105713,0.5908528566360474,1.8561534881591797
4,-0.16022254526615143,0.3288837969303131,2.1272878646850586
5,-0.5533558130264282,0.36951905488967896,2.326113224029541
6,-0.5764203667640686,0.7257967591285706,1.8816399574279785
7,-0.3701905310153961,0.17153824865818024,1.8421465158462524
8,-0.46931222081184387,0.13762927055358887,2.0121114253997803
9,-0.5804309248924255,0.7725570797920227,1.9175124168395996
10,-0.31248244643211365,0.06268369406461716,1.8670611381530762
11,-0.47990840673446655,0.04423294961452484,2.0927300453186035
12,-0.6634548902511597,0.9552866816520691,1.9004688262939453
13,-0.5662336349487305,0.9023413062095642,1.8791823387145996
14,-0.6951108574867249,0.8488931655883789,1.9219958782196045
15,-0.6383951902389526,1.0140008926391602,1.9617078304290771
16,-0.4963081479072571,0.9515599608421326,1.880531668663025
17,-0.7626884579658508,0.8544257283210754,1.9791580438613892
18,-0.2602584958076477,0.983305037021637,1.9642024040222168
19,-0.8643282651901245,0.7657837867736816,2.1900649070739746
20,-0.3180059790611267,1.1600619554519653,2.0892720222473145
21,-0.7681817412376404,0.9559211134910583,2.2866199016571045
22,-0.33938461542129517,1.2298675775527954,2.1139395236968994
23,-0.7394055128097534,1.0265408754348755,2.3056869506835938
