joint_idx,x,y,z
0,-1.4301973581314087,1.0969254970550537,1.9286425113677979
1,-1.3539469242095947,1.0266376733779907,1.9633901119232178
2,-1.4852044582366943,1.029977560043335,1.9954195022583008
3,-1.4485639333724976,1.159117579460144,1.8473623991012573
4,-1.1322587728500366,0.9195602536201477,2.2384517192840576
5,-1.5123144388198853,1.0082448720932007,2.3643417358398438
6,-1.449459195137024,1.2969316244125366,1.8366525173187256
7,-1.2429096698760986,0.5546422004699707,2.1807010173797607
8,-1.4265469312667847,0.63264399766922,2.425719738006592
9,-1.4554073810577393,1.3462823629379272,1.8675873279571533
10,-1.1620920896530151,0.4995096027851105,2.2596065998077393
11,-1.4642475843429565,0.6200736165046692,2.542724370956421
12,-1.5182842016220093,1.5319499969482422,1.8197627067565918
13,-1.4232122898101807,1.477808952331543,1.8367470502853394
14,-1.560704231262207,1.4278147220611572,1.8358047008514404
15,-1.5042437314987183,1.6138319969177246,1.8666267395019531
16,-1.3770216703414917,1.5396794080734253,1.8683929443359375
17,-1.6379631757736206,1.414538860321045,1.877729058265686
18,-1.307050108909607,1.6291743516921997,2.098505973815918
19,-1.6175339221954346,1.2757055759429932,2.087094783782959
20,-1.3622932434082031,1.7655143737792969,2.2765026092529297
21,-1.5194549560546875,1.3170220851898193,2.2993316650390625
22,-1.3715912103652954,1.818339228630066,2.3336098194122314
23,-1.5034058094024658,1.333087682723999,2.3742759227752686
