joint_idx,x,y,z
0,-0.3132254481315613,1.2344790697097778,6.276077747344971
1,-0.40618178248405457,1.2947436571121216,6.267389297485352
2,-0.3050452470779419,1.2980880737304688,6.367179870605469
3,-0.2504540681838989,1.1822015047073364,6.214114665985107
4,-0.7468767166137695,1.31894052028656,6.379281520843506
5,-0.3923179805278778,1.1815201044082642,6.6960344314575195
6,-0.220341295003891,1.0443233251571655,6.204998016357422
7,-0.4243279695510864,1.486150860786438,6.249770641326904
8,-0.41297101974487305,1.4824639558792114,6.434362411499023
9,-0.21993529796600342,0.9885544776916504,6.2267537117004395
10,-0.4907893240451813,1.591320514678955,6.266798973083496
11,-0.45518678426742554,1.5610475540161133,6.520009994506836
12,-0.11319481581449509,0.8254029750823975,6.184934616088867
13,-0.20571458339691162,0.875007152557373,6.152949810028076
14,-0.10167133808135986,0.9203856587409973,6.240283012390137
15,-0.14669078588485718,0.756035566329956,6.222307205200195
16,-0.2535615861415863,0.8103864789009094,6.128369331359863
17,-0.04822422191500664,0.8916376829147339,6.3029375076293945
18,-0.4619518220424652,0.664612889289856,6.144018650054932
19,-0.0031983978115022182,0.8489820957183838,6.546421527862549
20,-0.45118963718414307,0.46001511812210083,6.241501808166504
21,-0.08364710211753845,0.6275433301925659,6.558527946472168
22,-0.45134711265563965,0.3906630873680115,6.279573440551758
23,-0.12059096246957779,0.5572210550308228,6.558764934539795
