joint_idx,x,y,z
0,-1.730797290802002,1.2672079801559448,2.2297825813293457
1,-1.643615484237671,1.2050613164901733,2.2098004817962646
2,-1.748454213142395,1.1756415367126465,2.285705327987671
3,-1.7855579853057861,1.3446855545043945,2.18727445602417
4,-1.3379156589508057,1.1946309804916382,2.4189937114715576
5,-1.575718879699707,0.978843092918396,2.548283100128174
6,-1.7925361394882202,1.4829121828079224,2.1968960762023926
7,-1.3011858463287354,0.8112180829048157,2.4285879135131836
8,-1.4623750448226929,0.6345312595367432,2.406407117843628
9,-1.7784675359725952,1.532240629196167,2.2246079444885254
10,-1.1967662572860718,0.7670225501060486,2.483983278274536
11,-1.464142918586731,0.6013423204421997,2.5260820388793945
12,-1.806624174118042,1.7285560369491577,2.190518617630005
13,-1.736488699913025,1.6452584266662598,2.1606879234313965
14,-1.8617371320724487,1.641958236694336,2.234621524810791
15,-1.7533565759658813,1.7786664962768555,2.234898090362549
16,-1.6603336334228516,1.675942301750183,2.140281915664673
17,-1.911374568939209,1.6814942359924316,2.2948458194732666
18,-1.423195719718933,1.6574065685272217,2.221717357635498
19,-1.9534322023391724,1.680497169494629,2.541245460510254
20,-1.4118701219558716,1.7824255228042603,2.4108476638793945
21,-1.8025296926498413,1.8359569311141968,2.6321609020233154
22,-1.4115511178970337,1.837052583694458,2.466801881790161
23,-1.7629183530807495,1.898803949356079,2.6562044620513916
