joint_idx,x,y,z
0,-0.2397976517677307,0.8186748027801514,6.185103893280029
1,-0.3359181582927704,0.8664348721504211,6.160398483276367
2,-0.2760874927043915,0.8654063940048218,6.276985168457031
3,-0.14879193902015686,0.788981556892395,6.140042781829834
4,-0.6970613598823547,0.8717187643051147,6.203765392303467
5,-0.5699353814125061,0.8799556493759155,6.498526096343994
6,-0.08633129298686981,0.6712769865989685,6.095235347747803
7,-1.0210376977920532,1.0278010368347168,6.322277069091797
8,-0.8062472343444824,1.1861222982406616,6.503283977508545
9,-0.09043288230895996,0.6129471659660339,6.087634086608887
10,-1.1380717754364014,0.9796285033226013,6.335489273071289
11,-0.8774331212043762,1.1681995391845703,6.605788230895996
12,-0.010077743791043758,0.48865509033203125,5.955841064453125
13,-0.0910404622554779,0.5629740357398987,5.9618940353393555
14,0.013328422792255878,0.5281256437301636,6.0535430908203125
15,-0.05946134775876999,0.41322124004364014,5.958075046539307
16,-0.1639624387025833,0.5445990562438965,5.919818878173828
17,0.05628564953804016,0.45619603991508484,6.072314739227295
18,-0.38108503818511963,0.5412459373474121,6.0320844650268555
19,0.1304909586906433,0.2899194061756134,6.228093147277832
20,-0.4436942934989929,0.4109914302825928,6.208300590515137
21,0.12921498715877533,0.07504551112651825,6.316283702850342
22,-0.4706276059150696,0.3784014880657196,6.2776875495910645
23,0.10925327986478806,0.0169172715395689,6.367394924163818
