joint_idx,x,y,z
0,-0.25966015458106995,0.647669792175293,4.676616668701172
1,-0.3286355435848236,0.7310534715652466,4.660829067230225
2,-0.20258647203445435,0.7386839389801025,4.675462245941162
3,-0.24694114923477173,0.5457935333251953,4.658736705780029
4,-0.43656739592552185,1.0157819986343384,4.85793399810791
5,-0.1650024652481079,1.0796103477478027,4.542638301849365
6,-0.25262612104415894,0.41711124777793884,4.680038928985596
7,-0.45068585872650146,1.3896005153656006,4.890553951263428
8,-0.15229974687099457,1.3649308681488037,4.29466438293457
9,-0.26269859075546265,0.37164855003356934,4.709522247314453
10,-0.5105550289154053,1.3916975259780884,5.001614570617676
11,-0.12327566742897034,1.4357576370239258,4.395170211791992
12,-0.2448992133140564,0.16182398796081543,4.698511123657227
13,-0.3225328326225281,0.2494710236787796,4.672430038452148
14,-0.1772763878107071,0.25821802020072937,4.716350555419922
15,-0.2718419134616852,0.08260105550289154,4.743109703063965
16,-0.3992583453655243,0.2601260840892792,4.634888172149658
17,-0.09822431206703186,0.26658153533935547,4.751299858093262
18,-0.44990357756614685,0.4838147759437561,4.555346965789795
19,-0.016721712425351143,0.49811679124832153,4.746975898742676
20,-0.48963573575019836,0.6835634708404541,4.654787063598633
21,-0.1387380212545395,0.6534995436668396,4.86853551864624
22,-0.5069326758384705,0.7526347041130066,4.689723491668701
23,-0.18278057873249054,0.7052825093269348,4.907921314239502
